pop_inicial tipo1_inicial tipo2_inicial n/2_100%_infectados tipo1_n/2_100%_infectados tipo2_n/2_100%_infectados curados_n/2_100%_infectados mortos_n/2_100%_infectados n/2+1_100%_infectados tipo1_n/2+1_100%_infectados tipo2_n/2+1_100%_infectados curados_n/2+1_100%_infectados mortos_n/2+1_100%_infectados n_100%_infectados tipo1_n_100%_infectados tipo2_n_100%_infectados curados_n_100%_infectados mortos_n_100%_infectados n/2_pico tipo1_n/2_pico tipo2_n/2_pico curados_n/2_pico mortos_n/2_pico n/2+1_pico tipo1_n/2+1_pico tipo2_n/2+1_pico curados_n/2+1_pico mortos_n/2+1_pico n_pico tipo1_n_pico tipo2_n_pico curados_n_pico mortos_n_pico n_total sadios_n_total curados_n_total mortos_n_total
1600 1 0 26 368 120 273 20 27 389 127 301 22 52 37 11 1497 55 17 195 58 52 7 18 209 74 65 7 34 502 157 623 36 62 0 1544 56
1600 1 0 24 305 69 152 11 25 327 68 183 12 49 147 33 1369 51 18 184 46 51 2 19 200 54 65 2 36 496 152 625 32 59 0 1546 54
1600 1 0 23 299 107 144 18 24 329 106 167 22 47 122 35 1364 79 17 176 55 35 10 18 193 61 47 11 35 507 162 635 47 57 0 1518 82
1600 1 0 24 311 85 174 7 25 339 83 199 9 48 119 41 1376 63 18 193 61 44 4 19 211 68 55 4 36 488 165 661 39 58 1 1535 64
1600 1 0 24 337 88 174 15 25 351 96 200 15 48 136 24 1378 62 17 177 56 38 5 18 199 61 53 7 35 505 123 637 35 58 0 1536 64
1600 1 0 24 286 78 169 19 25 312 89 188 21 49 134 35 1363 68 17 171 44 34 9 18 186 49 51 10 34 509 153 528 36 59 0 1529 71
1600 1 0 24 315 90 137 6 25 351 98 161 7 48 145 39 1352 64 17 165 39 24 1 18 186 48 37 1 34 504 138 530 37 58 0 1532 68
1600 1 0 24 342 82 175 16 25 370 93 203 17 48 97 30 1402 71 17 195 50 33 3 18 222 52 44 5 34 490 171 593 39 58 0 1526 74
1600 1 0 24 339 84 217 17 25 362 99 246 17 48 85 15 1432 68 16 199 50 41 3 17 216 51 53 4 33 520 158 576 35 58 0 1532 68
1600 1 0 24 331 77 177 9 25 356 82 205 9 49 115 26 1397 62 17 175 44 44 4 18 198 48 55 4 34 501 142 574 35 59 0 1538 62
1600 1 0 25 316 97 181 10 26 334 104 214 11 50 109 22 1393 76 18 212 39 32 2 19 225 41 44 4 37 471 145 679 45 60 0 1521 79
1600 1 0 24 328 102 195 14 25 349 104 227 17 48 98 28 1411 63 17 206 49 45 8 18 227 56 59 8 34 502 153 616 34 58 0 1536 64
1600 1 0 24 320 85 183 12 25 342 96 208 12 49 90 21 1432 57 17 194 57 37 2 18 221 59 53 2 34 502 143 585 28 59 0 1543 57
1600 1 0 25 375 99 231 17 26 392 105 266 19 51 30 5 1510 55 17 208 56 43 6 18 240 56 52 8 34 487 158 643 30 61 0 1544 56
1600 1 0 23 318 90 176 14 24 332 104 202 15 47 122 38 1375 65 16 193 42 31 6 17 208 52 43 6 33 500 141 572 39 57 0 1530 70
1600 1 0 25 357 101 210 29 26 362 108 248 30 50 83 22 1426 69 17 198 59 42 6 18 227 68 58 7 34 493 129 599 51 60 0 1530 70
1600 1 0 25 342 88 218 11 26 353 91 253 13 50 92 29 1423 56 18 214 61 51 5 19 223 72 71 5 37 489 110 737 37 60 0 1543 57
1600 1 0 23 290 81 150 8 24 315 85 183 8 47 117 38 1394 51 17 178 55 42 5 18 199 62 56 5 35 514 166 622 37 57 0 1547 53
1600 1 0 25 355 99 189 23 26 366 108 221 23 51 57 13 1458 72 16 146 58 26 7 17 163 65 32 7 33 501 144 514 40 61 0 1528 72
1600 1 0 24 303 80 154 14 25 326 91 173 16 49 119 46 1376 59 18 175 52 46 6 19 199 57 55 6 36 484 136 633 38 59 0 1538 62
1600 1 0 26 395 105 276 28 27 419 107 314 31 53 13 1 1516 70 16 194 55 36 13 17 214 60 48 15 33 524 131 585 48 63 0 1530 70
1600 1 0 23 319 99 192 11 24 346 98 221 15 46 140 40 1354 66 16 196 56 43 3 17 213 62 55 4 33 508 136 601 35 56 0 1530 70
1600 1 0 23 295 88 142 16 24 324 89 173 18 47 153 32 1324 91 17 181 60 36 6 18 197 60 53 10 35 491 144 623 51 57 0 1508 92
1600 1 0 23 290 83 129 11 24 302 84 159 11 47 176 49 1308 67 17 175 54 20 4 18 208 60 33 4 35 494 148 574 43 57 0 1532 68
1600 1 0 24 334 90 170 16 25 357 90 201 16 48 109 27 1390 74 17 170 54 52 4 18 196 62 61 5 35 504 150 637 41 58 0 1523 77
1600 1 0 24 305 81 159 16 25 327 86 186 19 48 137 41 1355 67 18 202 51 42 1 19 210 56 60 1 36 502 148 645 44 58 0 1531 69
1600 1 0 24 319 93 188 16 25 346 100 211 17 48 124 37 1381 58 17 190 57 39 3 18 212 60 55 8 34 489 129 593 31 58 0 1539 61
1600 1 0 23 324 102 194 19 24 354 100 218 22 47 111 22 1399 67 16 189 64 40 5 17 209 70 55 7 33 506 127 606 42 57 1 1529 70
1600 1 0 25 321 94 167 13 26 339 103 196 14 51 103 24 1409 64 17 170 48 16 5 18 185 50 26 6 35 505 130 567 39 61 0 1536 64
1600 1 0 26 393 100 268 24 27 421 107 299 24 52 36 9 1492 63 16 190 53 32 7 17 205 57 45 9 32 517 131 520 34 62 0 1537 63
1600 1 0 22 322 95 158 13 23 328 93 198 16 44 177 37 1334 52 16 212 58 34 8 17 222 59 52 9 32 535 147 564 33 54 0 1547 53
1600 1 0 23 295 90 133 14 24 311 96 163 17 46 161 52 1306 81 18 192 53 40 5 19 210 60 55 7 36 512 163 657 51 56 0 1517 83
1600 1 0 25 319 98 173 22 26 332 103 201 25 51 91 31 1391 86 17 164 52 29 7 18 178 58 44 9 35 466 141 576 52 61 1 1510 89
1600 1 0 24 331 84 165 19 25 348 85 199 22 48 123 41 1362 74 18 202 45 56 7 19 222 57 68 7 36 487 142 679 53 58 0 1524 76
1600 1 0 25 334 77 199 15 26 353 80 229 17 50 96 25 1414 65 18 194 63 47 9 19 206 64 61 9 36 505 153 646 41 60 0 1534 66
1600 1 0 24 252 87 128 9 25 274 93 153 10 49 152 30 1359 59 18 157 49 37 1 19 173 50 47 3 37 512 150 618 35 59 0 1539 61
1600 1 0 23 318 89 192 17 24 330 100 219 18 46 152 30 1349 69 16 200 53 38 8 17 232 57 48 9 33 507 132 587 37 56 0 1529 71
1600 1 0 24 330 96 186 15 25 352 101 219 18 48 127 26 1389 58 17 188 63 41 5 18 210 69 52 7 34 484 150 602 34 58 0 1540 60
1600 1 0 22 297 91 152 12 23 331 92 170 14 45 179 47 1308 66 17 188 58 62 7 18 207 65 75 8 34 491 156 627 42 55 0 1531 69
1600 1 0 24 329 74 156 9 25 344 82 183 11 48 122 37 1387 54 17 177 43 27 4 18 194 50 38 4 35 511 140 599 31 58 0 1541 59
1600 1 0 25 296 90 190 10 26 312 94 224 13 51 70 16 1449 65 18 197 53 39 5 19 212 60 52 5 36 506 149 617 38 61 0 1535 65
1600 1 0 24 288 91 161 16 25 304 96 184 19 49 150 37 1344 69 18 182 49 39 7 19 193 56 53 9 37 468 124 675 45 59 0 1528 72
1600 1 0 25 309 83 162 12 26 312 91 192 12 51 118 35 1380 67 18 171 53 37 5 19 199 57 46 8 36 450 145 582 31 61 0 1531 69
1600 1 0 24 345 95 201 18 25 360 91 236 22 48 98 27 1407 68 17 194 67 49 6 18 209 73 74 7 35 493 131 681 35 58 0 1531 69
1600 1 0 25 334 85 232 12 26 357 83 261 17 50 59 17 1470 54 17 183 58 55 5 18 200 62 68 5 35 527 136 643 28 60 0 1545 55
1600 1 0 25 313 99 185 12 26 325 105 215 16 50 107 30 1398 65 17 182 44 32 4 18 202 55 42 4 35 476 150 587 39 60 0 1535 65
1600 1 0 24 352 100 217 16 25 369 106 248 16 48 109 35 1402 54 16 186 56 43 5 17 199 62 60 7 32 499 133 540 34 58 0 1545 55
1600 1 0 23 346 99 191 11 24 365 102 223 14 47 120 31 1377 72 16 199 56 43 4 17 225 63 58 4 33 485 137 620 42 57 0 1524 76
1600 1 0 25 328 74 173 13 26 340 78 204 14 50 113 27 1414 46 18 190 48 41 4 19 205 50 61 5 36 472 161 617 23 60 0 1553 47
1600 1 0 24 314 93 203 16 25 338 99 231 18 49 92 34 1396 78 16 165 62 37 4 17 175 72 52 5 32 509 119 497 33 59 0 1518 82
1600 1 0 24 293 89 140 17 25 315 94 162 18 48 159 47 1327 67 17 160 49 20 7 18 184 50 27 7 35 506 132 560 42 58 0 1528 72
1600 1 0 23 298 94 163 13 24 329 94 187 14 47 140 49 1344 66 16 156 60 42 2 17 179 68 48 3 33 484 129 548 33 57 1 1531 68
1600 1 0 23 305 76 165 17 24 332 81 188 17 47 154 40 1350 56 17 200 63 41 8 18 215 69 55 9 34 481 150 594 34 57 0 1542 58
1600 1 0 23 330 89 172 13 24 347 93 203 14 47 120 36 1392 52 17 206 68 44 3 18 228 75 58 4 34 494 137 636 31 57 0 1546 54
1600 1 0 25 317 101 215 14 26 347 105 242 14 50 75 31 1439 55 17 190 45 45 2 18 215 47 61 2 35 502 139 624 32 60 0 1543 57
1600 1 0 25 309 94 208 17 26 335 96 236 19 51 73 21 1433 73 17 192 49 37 7 18 201 55 53 8 35 496 144 604 36 61 0 1525 75
1600 1 0 23 338 107 180 18 24 348 113 219 20 47 105 33 1387 75 16 199 61 37 5 17 214 63 54 7 33 480 135 615 38 57 0 1522 78
1600 1 0 29 342 109 285 28 30 359 121 318 30 58 12 1 1504 83 19 199 52 44 10 20 212 59 59 10 38 501 146 657 56 68 0 1517 83
1600 1 0 23 318 80 178 6 24 352 83 209 7 46 143 48 1347 62 16 201 49 33 1 17 219 50 43 2 33 521 142 567 29 56 0 1535 65
1600 1 0 25 344 93 209 23 26 360 93 247 24 50 76 21 1442 61 17 189 56 47 5 18 207 61 66 5 34 493 122 580 44 60 0 1539 61
1600 1 0 23 273 75 156 14 24 290 86 180 15 47 156 48 1334 62 18 203 51 57 5 19 222 55 75 7 37 500 147 697 45 57 0 1534 66
1600 1 0 25 314 84 143 9 26 329 94 175 9 51 126 31 1389 54 18 173 44 30 2 19 189 50 41 3 36 468 140 582 30 61 0 1543 57
1600 1 0 26 353 117 297 22 27 375 122 337 25 52 21 6 1507 66 16 199 66 41 4 17 220 65 60 6 33 480 162 588 38 62 0 1534 66
1600 1 0 23 311 76 195 14 24 339 84 215 15 47 128 34 1373 65 17 202 60 58 4 18 223 61 69 4 34 475 139 626 38 57 0 1533 67
1600 1 0 26 319 84 194 8 27 334 91 223 11 52 95 26 1415 64 19 206 48 43 1 20 211 58 57 1 38 470 138 676 42 62 0 1535 65
1600 1 0 24 333 96 184 10 25 345 103 214 12 49 99 30 1404 67 17 197 45 37 7 18 207 49 54 7 35 466 165 650 34 59 0 1530 70
1600 1 0 24 362 99 195 15 25 383 101 232 20 49 77 24 1431 68 17 215 61 36 7 18 236 57 53 8 34 475 142 644 38 59 0 1531 69
1600 1 0 23 336 100 173 13 24 360 104 200 13 47 119 35 1384 62 16 184 51 33 5 17 203 56 48 5 32 491 135 533 30 57 0 1536 64
1600 1 0 25 338 99 161 15 26 370 105 191 19 50 79 34 1423 64 17 167 47 20 5 18 183 57 30 6 34 506 143 525 31 60 0 1536 64
1600 1 0 24 328 91 166 19 25 343 101 193 21 49 96 28 1404 72 17 197 40 32 9 18 215 44 47 10 35 508 126 629 45 59 0 1525 75
1600 1 0 24 333 76 166 13 25 361 82 192 14 49 118 28 1390 64 17 173 45 36 8 18 199 48 44 8 34 514 131 564 34 59 0 1531 69
1600 1 0 24 332 82 173 17 25 355 88 206 19 48 135 34 1362 69 17 196 43 34 7 18 215 51 42 10 35 462 140 637 41 58 0 1529 71
1600 1 0 25 330 88 227 16 26 349 90 262 18 50 66 31 1445 58 17 196 66 39 5 18 203 70 57 6 34 506 142 585 29 60 0 1541 59
1600 1 0 24 319 81 189 13 25 346 91 214 15 48 100 24 1406 69 17 193 51 41 5 18 205 53 57 7 34 523 135 578 39 58 1 1528 71
1600 1 0 24 317 91 146 17 25 340 100 171 18 49 109 24 1389 78 18 189 59 39 7 19 209 62 48 9 36 490 153 649 45 59 0 1521 79
1600 1 0 26 339 78 202 18 27 362 96 231 19 53 43 13 1473 71 18 196 45 29 4 19 210 50 44 6 36 465 157 614 34 63 0 1528 72
1600 1 0 24 351 98 217 17 25 383 101 245 21 48 85 36 1407 72 16 187 63 35 5 17 211 65 46 6 33 474 143 591 41 58 0 1524 76
1600 1 0 26 372 86 259 15 27 395 93 294 17 52 58 12 1457 73 17 196 53 48 6 18 214 52 66 6 34 504 137 600 33 62 0 1527 73
1600 1 0 24 299 94 175 14 25 316 104 196 15 48 142 43 1349 66 18 210 50 46 5 19 219 66 64 5 36 471 167 641 40 58 0 1532 68
1600 1 0 24 339 106 178 22 25 356 116 207 23 48 123 36 1360 81 15 145 46 20 7 16 167 54 29 8 31 475 128 459 37 58 0 1515 85
1600 1 0 23 328 75 184 13 24 332 82 222 14 46 143 48 1343 66 17 221 51 50 6 18 246 56 60 6 34 520 138 622 37 56 0 1530 70
1600 1 0 25 324 97 165 21 26 336 104 198 25 50 73 21 1425 81 18 177 55 37 8 19 192 61 50 10 36 500 158 621 52 60 0 1519 81
1600 1 0 24 297 83 160 14 25 318 89 184 17 49 112 32 1382 74 18 180 50 52 5 19 196 56 66 6 37 479 142 682 47 59 0 1524 76
1600 1 0 23 337 85 197 21 24 370 89 222 21 47 90 19 1418 73 16 197 48 48 6 17 221 52 59 7 33 523 138 613 40 57 0 1526 74
1600 1 0 23 317 84 179 15 24 338 96 211 16 47 115 38 1375 72 16 179 48 44 6 17 197 54 56 6 32 517 125 512 42 57 0 1523 77
